N° Enr.;ID_Potentialité;IDZoneIDCadre;Potentialités;Ressources;IDZone;IDCadre
167;725;1301040930;"La population dans l’ensemble pratique l’agriculture
Le climat est favorable à la pratique des cultures vivrières et fruitières
La diversité du sol et relief avec la présence des alluvions et d’un relief moins accidenté
Terres fertiles";"Méthodes culturales traditionnelles
Matériel et outillage rudimentaire dans l’ensemble
Utilisation d’une main-d’œuvre essentiellement familiale
Difficulté d’accès au matériel végétal amélioré
Insuffisance d’encadrement des agriculteurs
Faible utilisation des intrants";130104;0930
168;726;1803040033;"les espaces forestiers qui ont donné lieu à la création d’une UFA et d’une forêt communautaire. 
Ces espaces forestiers représentent des potentiels sources de création d’emploi et de richesse dans la Commune en raison de leur abondance en produits ligneux et non ligneux prisés dans l’exploitation forestière, l’artisanat, la pharmacopée traditionnelle, ";les espaces forestiers;180304;0033
169;727;1803040523;la richesse de la biodiversité locale ayant conduit à la mise en place du parc national de Campo-Ma’an qui pourrait constituer un important levier pour le développement du tourisme.;la richesse de la biodiversité locale ;180304;0523
170;728;1803040930;la disponibilité des terres valorisables à des fins agricoles.; Terres valorisables ;180304;0930
171;729;1803040028;le réseau hydrographique dense qui facilite la pratique de la pêche et pourrait également permettre de développer l’aquaculture, l’irrigation agricole et la construction des Adductions d’Eau Potable.;Réseau hydrographique dense ;180304;0028
172;730;1803040829;les mines, notamment le fer au niveau du Mont des Mamelles (Itonde Fang) dont le potentiel n’a pas encore été estimé.;les mines, notamment le fer au niveau du Mont des Mamelles (Itonde Fang) ;180304;0829
173;731;1401020832;"Existence de plusieurs points d’eau et d’un  réseau hydro.
Existence de 03 château d’eau fonctionnelle ainsi que des comités de gestion desdits réseaux 
existence du réseau électrique dans 80% des villages. ";"Existence des plusieurs cours d’eaux 
Existence de plusieurs chutes ";140102;0832
174;732;1401020930;Fertilités des terres fertilité des bas-fonds  existence des sociétés agro industrielles existence d’une DDADER et des postes agricoles ;"vastes terres fertiles -bas- fonds -mangroves -marécage (300ha) climat favorable 
";140102;0930
175;733;1401020829;;Existence des carrières de sables et graviers ;140102;0829
177;735;1401020921;"Existence de plusieurs variétés de produits agro-alimentaires. 
Existence de plusieurs points de marché aménagés 
proximité avec la ville de Douala";;140102;0921
178;736;1401020033;Existence des postes forestiers et de chasse ;"110 Km2, soit 37% de l’espace communal   
";140102;0033
179;737;1401020939;;Bambou de chine 10 ha ;140102;0939
180;738;1401020931;Existence de plus de 20 éleveurs moderne ;"Cours d’eaux très poissonneux  
";140102;0931
181;739;1401020836;Existence de plusieurs engins des TP à la Mairie ;;140102;0836
182;740;1803060033;" Les  forets  peuvent  être  valorisés  à  travers: l’artisanat  ; la  collecte  et  la  vente  des  Produits  Forestiers  Non  Ligneux  (PFNL),  la pharmacopée traditionnelle, le tourisme.";02 UFA et de 02 forêts communautaires.;180306;0033
183;741;1803060930;La disponibilité des terres agricoles qui représentent le principal capital en agriculture activité majeure dans la Commune.;La disponibilité des  terres agricoles;180306;0930
184;742;1803060931;Valorisation de la pêche,  l’aquaculture, l’irrigation agricole et la construction des Adductions d’Eau  Potable.;Réseau hydrographique dense;180306;0931
185;743;1803060829;A estimer;Les mines, notamment le sable, l’or, le fer et l’uranium.;180306;0829
186;744;1401080930;"Dynamisme des populations
Transformation locale du manioc
Diversité des cultures
Existence de postes agricoles
Disponibilité de l’eau";"Climat et Relief favorables
Existence de plusieurs GIC
Disponibilité des terres cultivables et fertilité des sols";140108;0930
187;745;1401080931;"Assistance technique vétérinaire bovin
Existence de plusieurs porcheries et poulaillers
Elevage diversifié";Existence de plusieurs zones marécageuses favorables à la pisciculture;140108;0931
188;746;1401080837;"Existence de quelques titres fonciers
Règlement à l’amiable de quelques litiges fonciers par les chefs et leurs notables";Vaste étendue de terre disponible;140108;0837
189;747;1401080838;"Existence de système d’assainissement
Existence de nombreuses habitations modernes
Existence de quelques latrines ventilées";Présence des carrières de sable;140108;0838
190;748;1401080028;"Transformation des déchets ménagers en compost
Existence de quelques latrines
Faible pratique de l’agriculture sur brulis";Présence de quelques forêts.;140108;0028
191;749;1401080033;"Existence d’une réserve
Existence de PFNL";"Existence de vastes étendues de forêt
Existence de nombreuses espèces d’arbres et d’animaux";140108;0033
192;750;1401080307;"Existence d’une Brigade de gendarmerie
Existence des plusieurs centres d’état civil";Existence de chefferie de 3e,2e et 1erde degré;140108;0307
193;751;1401080418;"Volonté certaine des jeunes à continuer dans les établissements supérieurs
Nombre important de bacheliers
Proximité de l’université de Dschang";;140108;0418
194;752;1401080742;"Existence de la solidarité familiale
Prise en charge familiale des personnes vulnérables";Présence d’un chef de centre social;140108;0742
195;753;1401080243;"Existence de quelques associations féminines
Existence de plusieurs corps de métiers chez les femmes
Forte contribution de la femme à l’économie locale";Présence d’un personnel à la délégation d’arrondissement de la promotion de la femme et de la famille;140108;0243
196;754;1401080426;"Existence de quelques associations jeunes
Scolarisation des jeunes
Forte implication des jeunes dans les AGR
Participation des jeunes aux actions de développement";Présence d’un télécentre communautaire;140108;0426
197;755;1401080516;"Existence de quelques stades de football
Existence de quelques équipes de football
Organisation/participation à des championnats de vacance";Présence de plusieurs terrains de jeux;140108;0516
198;756;1401080846;"Existence de quelques moyens de transport
Forte mobilité des populations";Présence des tronçons;140108;0846
199;757;1401080735;Existence de plusieurs techniciens qualifiés;Existence d’une SAR/SM;140108;0735
200;758;1401080939;"Existence de quelques huileries privées
Présence de quelques artisanats";Présence de la main d’œuvre;140108;0939
201;759;1401080419;Soins à base des plantes traditionnelles;Existence des plantes médicinales;140108;0419
202;760;1401080523;"Existence des sites archéologiques
Existence d’une chaine de montagne
Existence de quelques auberges et hôtels";"Présence de grottes (Mbouassoum)
Présence de chute";140108;0523
203;761;1401080514;"Existence de danses traditionnelles, de nombreux groupes de danses et rites
Existence de 5 foyers communautaire
Organisation sporadique des festivals culturels";Existence des forêts sacrées;140108;0514
204;762;1401080829;"Existence d’une huilerie
Soupçon de la présence de minerais
Forte production agricole";Présence de la bauxite (source : population);140108;0829
205;763;1401080517;"Existence des montagnes favorables à l’installation des antennes
Couverture parcellaire du signal CRTV";Hautes altitudes;140108;0517
206;764;1110050930; favorable au développement des activités agricoles; zone agroécologique ;111005;0930
207;765;1110050829;Les zones marécageuses, dans lesquelles se trouvent des gisements de sable;Les rochers parsemés à travers le territoire communal, sont une importante ressource économique pour la localité. ;111005;0829
208;766;1110050523;Certains sites à proximité de ces fleuves peuvent servir au développement de l’écotourisme, notamment à Mbega et à Soassi;Les fleuves Nyong et So’o représente un potentiel important sur le plan du développement de la pêche et du tourisme;111005;0523
209;767;1110050033;Les potentiels forestier et faunique sont également des atouts indéniables avec une diversifié de PFNL et PFL;une faune sauvage riche et varié avec plusieurs espèces, tels les grands mammifères, les petits mammifères et les reptiles. L’avifaune n’est pas en reste avec une multitude d’espèces. ;111005;0033
156;768;1202040033;Ressources naturelles ;flore, faune, ressources halieutiques, etc.;120204;0033
155;769;1202040516;Infrastructures de regroupement ;stades, tribune, etc;120204;0516
152;770;1202040523;Sites touristiques;;120204;0523
210;771;1202040350;Elites intérieures et extérieures;;120204;0350
211;772;1401070930;"Existence de ressources humaines assez dynamiques
Climat favorable à la production agricole ;
Cacaoculture prospère ;
Large gamme de produits vivriers cultivés ;
Existence d’environ 44 GIC, UGIC et associations dans la Commune";Vastes terres fertiles;140107;0930
213;776;1401070921;"Marché de cacao opérationnel depuis cette campagne 2011 dans l’espace urbain de Mombo
Existence de 4 hangars de marchés et passagers, ainsi repartis : Mombo :2, Moundeck :1 et Djoungo-rails :1 
Existence d’un calendrier cyclique des jours de marché dans la Commune";Marché de cacao opérationnel;140107;0921
214;777;1401070829;"Existence de nombreuses carrières de sable le long du fleuve Moungo ;";"Existence de nombreuses carrières de sable à Mombo-Beach et Moundeck-Beach, le long du fleuve Moungo
Importantes carrières de pouzzolane à Djoungo-rails.";140107;0829
215;778;1401070523;Présence d’un lac à fort potentiel touristique;Présence d’un lac;140107;0523
216;779;1401070832;Réseau électrique AES Sonel fonctionnel dans trois localités ;Réseau électrique AES Sonel ;140107;0832
217;780;1401070836;Existence dans la Commune d’un tronçon d’environ 6 km de la route nationale n°5.;"Existence de nombreuses carrières de sable à Mombo-Beach et Moundeck-Beach, le long du fleuve Moungo ;
Existence de 02 carrières de sable de très faible productivité dans la ville de Mombo ;
Importantes carrières de pouzzolane à Djoungo-rails.";140107;0836
176;781;1803020033;"Forêt luxuriante et riche en faune et en essences forestières
Flore favorable à diverses exploitations (bois d’œuvre, bois de chauffage, collectes des PFNL, chasse, etc.)";;180302;0033
