Enr;UnitePaysage;ID_PUGE;IDZone;Utilisation;Potentialite;Utilisateur;Probleme;Causes;Consequences;Solutions
314;Foret;324;110504;Exploitation forestieres, pharmacopee traditionnelle, bois de chauffe, bois deoeuvre, exploitation des PNFL, chasse;"Presence des produits forestiers non ligneux (okok, djansang, raphia etc.) et faunique (reptiles, lievres,Pangolins, etc), Essences
forestieres (ayous, movingui, bubinga etc.)";;"Deforestation non contrelee
Disparition des especes faunique et forestieres
Presence deEupatorium et une espece vegetale envahissante (AKWO)";"Forets primaires
Forets secondaires
jacheres   (caracteristique)";;Reglementer la gestion
315;Relief;325;110504;Aucune;Ecotourisme Pratique de la pisciculture;Faire des declarations aupres du ministere des mines;Inaccessibilite due e la presence des marecages;"Presence de montagnes et de collines rocheuses Presence de vallees et marecages
(caracteristique)";;Amenager les voies deacces et des etangs piscicoles
316;Savane ;326;110504;Agriculture (Champs de maes);"Favorable aux peturages pour les potentiels eleveurs ;
Possibilites de mecanisation de leagriculture";Sous le contrele du MINADER et MINEPIA;Pratique des feux de brousse;"Melange dearbustes et de hautes herbes
(caracteristique)";;Intensifier les activites agropastorales, sensibiliser les populations sur les risques de degradation de leenvironnement
317;Marecage;327;110504;Aucune;Pratique de cultures de contresaison et de la pisciculture;Acces libre;Acces difficile Inonde en partie;"Engorges deeau en toute saison et e proximite des cours deeau ; presence de raphias
(caracteristique)";;Curer les buses pour mieux drainer les rivieres
287;Zone de polyculture;297;110601;"Besoins deagriculture/Libre
Transformer les espaces en zones de jachere";Predominance de sols ferralitiques et hydro morphes;Tous les villages;Difficultes deadaptation pour certaines cultures;Agriculture itinerante sur brelis;;Utiliser les methodes culturales modernes
288;Foret;298;110601;"Coupe de bois et collecte des PFL et PFNL, contrele
Revoir le mode de gestion";Riche en essences ligneuses et non ligneuses;"Ovangoul
Ngamba
Zoalouma";Destruction des tiges deavenir;Techniques modernes et archaeques deexploitation;;Reboiser, renforcer le systeme de contrele et sensibiliser les populations sur la collecte du bois mort
289;Zone de foret ( Foret Sacre, Foret Galerie, Reserve forestiere) ;299;110601;"Coupe de bois et collecte des PFL et PFNL Acces contrele et libre
Creer des forets communautaires";Presence deune biodiversite floristique et faunique;Dans leensemble de la commune;Exploitation anarchique et frauduleuse des PFNL et PFL;Exploitation archaeque;;renforcer le systeme de contrele et sensibiliser les populations sur la collecte du bois mort
290;Carriere de sable;300;110601;"Acces libre
Transformer en carrieres communales";Presence de plusieurs varietes de sable;"Andock
Doum
Fegmimbang II, Fegmimbang III
Mezali
Ndangueng
Onangondi
Zoalouma";Difficultes deexploitation;Technique deexploitation artisanale;;Creer des carrieres communales
291;Cours d'eau / Rivieres ;301;110601;"utilisation domestique et peche artisanale
Acces libre
Optimiser le rendement de la peche artisanale";Presence de quelques especes de poissons;Dans les villages;Faible developpement de la peche;Techniques archaeques;;Organiser les pecheurs en cooperatives et les appuyer en materiel
292;Fleuve;302;110601;"Utilisation domestique et peche artisanale
Acces libre
Developper la peche industrielle";Presence de plusieurs especes de poissons;;Faible developpement de la peche;Technique archaeques;;Organiser les pecheurs en cooperatives et les appuyer en materiel
293;Sites naturels;303;110601;"inexploite
exploitation e des fins touristiques";Berges du Nyong, grottes;"Okombe
Nkong Ntsam
Nkol Nlong II";Non amenagement;"aucune
";;Amenager et construire des infrastructures deaccueil
294;Foret;304;110601;"Populations locales, Etat.
Culture, collecte des PFL et PFNL";Presence deune biodiversite floristique et faunique;"Populations locales, Etat.
Culture, collecte des PFL et PFNL";"Exploitation anarchique et frauduleuse des PFL et PFNL.
Exploitation anarchique des FC, baisse de la production agricole";;Degradation due e la coupe illegale du bois et mauvaises pratiques agricoles;"Creer des comites de vigilances dans les villages,
legaliser leexploitation, denoncer les fraudeurs"
297;Carriere de sable;307;110601;Populations locales, extraction du sable pour constructions;Presence de plusieurs varietes de sable;Populations locales, extraction du sable pour constructions;Difficultes deexploitation des carrieres de sable;;Menace de leenvironnement notamment au bord du Nyong;Organiser la communaute, se rapprocher des services du MINMIDT
298;Cours d'eau / Rivieres ;308;110601;Populations locales, approvisionnement en eau et peche;Presence de plusieurs especes de poissons;Populations locales, approvisionnement en eau et peche;Faible developpement de la peche, maladies hydriques;;Diminution des lis, baisse de la production;Organiser les pecheurs en GIC et Association
299;Fleuve;309;110601;Populations locales, approvisionnement en eau et peche;Presence de plusieurs especes de poissons;Populations locales, approvisionnement en eau et peche;Faible developpement de la peche;;Baisse de la production;Organiser les pecheurs en GIC et Association
300;Sites naturels;310;110601;Visites;Grottes;Visites;Sites non amenages;;Faible exploitation des sites;Creer les sites touristiques et les amenager
160;Foret;168;110603;"Bois deoeuvre, bois de chauffe, chasse, cueillette, champs de pistache, bananes douce, manioc etc), cacao plantes medicinales, agrumes.
Accessibles seulement sur permission du proprietaire, surtout quand on est etranger. Leachat est aussi une option viable pour utiliser cet espace.";Haute fertilite due e la presence de lehumus et du couvert vegetal, richesse faunique et floristique, PFNL, fruits sauvages, Cultures de rente,;Nkolntsam, Mian,Ngoumou 1, Ongot, Elig essomballa, Kala, Nkoumadzap, Nkoabang, Binguela 1&2, Okong, Okoa, Nkadip, Ntang, Bibong bidoum, Angala, Angon 1, Ntouessong 2, Eloumden 1&2, Ngatsongo, Nomayos 1, , Nkomokui, , Nkoloman, Mefomo, Mbalngong, Ntang, Mbankomo village,;Eloignement des zones habitees, mauvais etat des pistes des champs, difficulte deevacuation des produits agricoles vers le village, mauvaise croissance des arbres, acces difficile.;La technologie utilisees est encore rudimentaire et se resume e la machette, e la hache pour leabattage et dans une moindre mesure e la troneonneuse;Aucune dans la mesure oe elle doit etre rehabilitee dans un premier temps afin de faciliter la recomposition du potentiel faunique et floristique.;Reboisement et enregistrement deune portion de foret comme FORET COMMUNALE
161;Bas-fond;169;110603;"Pratique des cultures maraicheres (tomates, gombo, legumes, riz, eetc.), realisation des etangs piscicoles.
Utilisation et gestion familiale, location au cas oe leon est etranger.";Cultures de contre saison, grande superficie des sites, taux de fertilite eleve, sable, argile, exploitation du sable, irrigation.;Tous les villages de la commune;Acces difficile, abondance deepiphytes et de lianes, pourritures des produits lors des inondations, parasites, rongeurs, inondations,;Materiel de travail utilise reste rudimentaire;;Formation des populations sur des techniques permettant une meilleure viabilisation des sites.
162;Collines rocheuses;170;110603;Des 5 villages concernes, 3 neen font aucun usage, 1 se sert des calottes de terres existantes pour les cultures vivrieres et 1 y a installe des carrieres deextraction des pierres. Des 05 villages concernes, le contrele est libre pour 03 seulement deentre eux.;Possibilite de revenus importants avec les carrieres de pierres, abondance deAloes Vera dans certains cas.;Eloumden 1 & 2, Mian, Elig Essomballa, Okoa et Nkomewouth, Nomayos 1.;Acces et exploitation difficiles, evacuation difficiles des biens e emporter, ignorance des techniques deexploitation des roches, erosion.;Les roches sont brisees en y mettant le feu qui cree des fissures e travers lesquelles des burins sont inseres pour briser la roche. Le gravier est obtenu par concassage e leaide de marteaux;;"Reglementation de leexploitation des roches e pierres par la commune ;
Subvention des exploitations pour leacquisition du materiel de travail adequat."
163;Jachere;171;110603;Aucune La gestion quant e elle est assuree par un proprietaire qui peut mettre en location ou vendre surtout dans les zones urbanisees;Terrain pouvant servir e un autre type deexploitation (elevage, construction etc);Presque tous les villages.;Risques de conflits entre agriculteurs et eleveurs e cause de la proximite avec le village;Techniques rudimentaires (machettes, houes et autres);Etant donne leur proximite avec les habitations, une utilisation probable serait de les inclure dans les zones e urbaniser.;Inciter leelevage en enclos, ce qui diminuerait beaucoup les conflits avec les eleveurs. Deautre part, les actions visant e sensibiliser les proprietaires aux regles foncieres doivent etre de mise
164;Cours deeau;172;110603;"Cultures maraicheres et vivrieres.
Pour ce qui est du contrele, il est libre dans les villages Mbadoumou, Bikologkome, Nkadip, Bibong bidoum, Mbalngong, Nkong Biyen, Nomayos 1, Binguela 1, Mefou-Assi. Leacces est contrele dans tous les autres villages.";Cultures de contre saison, pratique de peche artisanale, realisation des etangs piscicoles, possible extraction du sable,;Tous les villages;Abondance de haricots sauvage qui detruit les plantes, nematodes, pourriture par inondation.;Techniques rudimentaires (machettes, houes et autres);;Former les riverains e une utilisation ecologique de cet espace et des environs.
165;Zones agricoles   ;173;110603;Cacao, maes, palmiers e huile, manioc, arachides, bananiers plantains, piment, e.etc. Acces libre aux autochtones, acces contrele par les proprietaires pour les allogenes.;Forte production, zone cynegetique, plantes medicinales;Presque tous les villages.;Presence de rongeurs, ignorance de techniques de fertilisation des sols, pauvrete croissante des sols, insectes et ennemis des cultures.;Techniques rudimentaires (machettes, houes et autres);Etant assez eloignees des zones dehabitation, leur utilisation peut rester inchangee.;Former les paysans sur les techniques de conservation des sols
318;Foret;328;110604;Populations locales, Etat /Protection, agriculture, Coupe artisanale du bois, construction, Artisanat, petite chasse;Presence deune biodiversite floristique et faunique importante, une reserve forestiere de 25 000 ha(OTTOTOMO);;Exploitation anarchique PFL et PFNL, deracinement des arbres par les grands vents;Acces contrele;Degradation due au developpement deespaces agricoles et e leexploitation artisanale des PFL;Vulgariser la loi sur la protection forestiere,
319;Sol;329;110604;Populations locales/Construction, agriculture;Sols ferralitiques, lateritiques, argileux;Populations locales;Changements climatiques, trouble du calendrier agricole, Baisse de la fertilite des sols;Acces contrele;Hydratation excessive des sols;Former les agriculteurs sur les methodes culturales adaptees e la hausse de pluviometrie
320;Sable;330;110604;Populations locales, extraction du sable pour constructions;Presence de plusieurs varietes de sable;Populations;Difficultes deexploitation des carrieres de sable, outillage rudimentaire, enclavement des carrieres, faible organisation des acteurs du secteur;Acces libre;Sous exploitation des gisements existants;"Appuyer les extracteurs en materiel, 
Amenager les pistes de sable, 
Accompagner les acteurs dan la creation deune organisation"
321;hydrographie;331;110604;Populations locales/ Approvisionnement en eau, pisciculture et peche;Rivieres, ruisseaux et etangs;Populations;Faible developpement de la peche, difficultes deacces aux alevins, baisse du niveau deeau en saison seche, consommation deune eau souillee;Acces libre;Diminution des lits,;Organiser les pisciculteurs en associations, empoissonnement des etangs, creation deun centre dealevinage
80;Foret;84;110604;Populations locales, Etat /Protection, agriculture, Coupe artisanale du bois, construction, Artisanat, petite chasse (Acces contrele);Presence deune biodiversite floristique et faunique importante, une reserve forestiere de 25 000 ha(OTTOTOMO);Etat et populations;Exploitation anarchique PFL et PFNL, deracinement des arbres par les grands vents;;Degradation due au developpement deespaces agricoles et e leexploitation artisanale des PFL;Vulgariser la loi sur la protection forestiere,
81;Sol;85;110604;Construction, agriculture (Acces contrele);Sols ferralitiques, lateritiques, argileux;Populations locales;Changements climatiques, trouble du calendrier agricole, Baisse de la fertilite des sols;;Hydratation excessive des sols;Former les agriculteurs sur les methodes culturales adaptees e la hausse de pluviometrie
82;Sable;86;110604;Populations locales, extraction du sable pour constructions (Acces libre);Presence de plusieurs varietes de sable;Populations locales;Difficultes deexploitation des carrieres de sable, outillage rudimentaire, enclavement des carrieres, faible organisation des acteurs du secteur;;Sous exploitation des gisements existants;Appuyer les extracteurs en materiel, Amenager les pistes de sable, Accompagner les acteurs dan la creation deune organisation
