NEnr;IDZoneIDCadre;ID_Probleme;IDProbleme;Probleme;IDZone;Archive;IDCadre;IDSource;_MiseAJour
343;1303110425;349;130311PB0349;Difficile  deacces  e leenseignement secondaire de qualite;130311;0;0425;0;
344;1303110418;350;130311PB0350;Acces difficile aux grandes ecoles de facultes;130311;0;0418;0;
345;1303110640;351;130311PB0351;Difficulte deacces aux soins de sante de qualite;130311;0;0640;0;
346;1303110832;352;130311PB0352;Difficulte deacces e leeau potable et e leenergie electrique;130311;0;0832;0;
347;1303110836;353;130311PB0353;Mauvais etats des infrastructures routieres;130311;0;0836;0;
348;1303110742;354;130311PB0354;Faibles protection des personnes vulnerables ;130311;0;0742;0;
349;1303110243;355;130311PB0355;Difficulte deepanouissement des femmes;130311;0;0243;0;
350;1303110426;356;130311PB0356;Difficulte deencadrement des jeunes ;130311;0;0426;0;
351;1303110516;357;130311PB0357;Acces difficile aux infrastructures de sports et education physique ;130311;0;0516;0;
352;1303110846;358;130311PB0358;Acces difficile au service de transport;130311;0;0846;0;
353;1303110735;359;130311PB0359;Difficulte deacces e un emploi decent ;130311;0;0735;0;
354;1303110829;360;130311PB0360;Difficulte de creation des industries;130311;0;0829;0;
355;1303110921;361;130311PB0361;Acces difficile aux capitaux  pour le commerce;130311;0;0921;0;
356;1303110545;362;130311PB0362;Acces difficile au service de telecommunication;130311;0;0545;0;
357;1303110741;363;130311PB0363;Difficile acces e un travail securise ;130311;0;0741;0;
358;1105040930;368;110504PB0368;Difficulte dans la pratique deune agriculture moderne  ;110504;0;0930;0;
359;1105040931;369;110504PB0369;"Difficulte dans la pratique des activites deelevage et de peches 
 ";110504;0;0931;0;
360;1702010930;371;170201PB0371;Faible productivite agricole;170201;0;0930;0;
362;1702010523;373;170201PB0373;Faible promotion des activites touristiques;170201;0;0523;0;
364;1105040640;375;110504PB0375;Difficultes deacces aux soins de sante ;110504;0;0640;0;
365;1105040415;376;110504PB0376;Difficulte deacces e une education de base de qualite ;110504;0;0415;0;
366;1105040425;377;110504PB0377;Difficulte deacces e leenseignement secondaire ;110504;0;0425;0;
367;1105040836;378;110504PB0378;Enclavement de la Commune ;110504;0;0836;0;
368;1105040426;379;110504PB0379;"Difficulte deacces e leencadrement des jeunes 
 ";110504;0;0426;0;
369;1105040832;380;110504PB0380;Difficulte deacces e leenergie electrique  ;110504;0;0832;0;
370;1105040832;381;110504PB0381;Difficulte deacces e leeau potable pour certaines familles   ;110504;0;0832;0;
371;1105040742;382;110504PB0382;Difficulte deacces e leencadrement des necessiteux   ;110504;0;0742;0;
372;1105040243;383;110504PB0383;Difficultes deacces des femmes, des jeunes filles aux services sociaux ;110504;0;0243;0;
373;1105040514;384;110504PB0384;"Difficulte de valorisation du patrimoine culturel 
 ";110504;0;0514;0;
374;1105040939;385;110504PB0385;Difficultes de creation et deacces e leauto emploi ;110504;0;0939;0;
375;1105040829;386;110504PB0386;Valorisation difficile des ressources minieres disponibles ;110504;0;0829;0;
376;1105040523;387;110504PB0387;Difficulte de valorisation  des activites deecotourisme ;110504;0;0523;0;
377;1105040837;388;110504PB0388;Precarite de la situation fonciere ;110504;0;0837;0;
378;1105040921;389;110504PB0389;"Difficultes deacces aux marches 
 ";110504;0;0921;0;
379;1105040846;390;110504PB0390;Precarite des conditions de transport ;110504;0;0846;0;
380;1105040545;391;110504PB0391;Difficulte deacces difficile e leinformation et aux services postaux ;110504;0;0545;0;
381;1105040307;392;110504PB0392;Difficulte deadministree et  Non-respect de leautorite traditionnelle ;110504;0;0307;0;
382;1105040033;393;110504PB0393;Difficulte dans la protection du couvert forestier et des especes fauniques ;110504;0;0033;0;
383;1105040028;394;110504PB0394;Degradation des ressources naturelles  ;110504;0;0028;0;
384;1105040838;395;110504PB0395;"Urbanisation anarchique 

";110504;0;0838;0;
385;1105040838;396;110504PB0396;Precarite de lehabitat  ;110504;0;0838;0;
386;1105040735;397;110504PB0397;Difficulte deacces aux structures de formation professionnelle ;110504;0;0735;0;
387;1105040741;398;110504PB0398;Difficulte deinsertion  des retraites ;110504;0;0741;0;
388;1105040516;399;110504PB0399;"Difficulte deacces aux infrastructures sportives de qualite 
 ";110504;0;0516;0;
389;1105040419;400;110504PB0400;Difficultes deacces aux resultats de la recherche ;110504;0;0419;0;
390;1105040418;401;110504PB0401;"Difficultes e acceder e leenseignement superieur 
 ";110504;0;0418;0;
391;1105040517;402;110504PB0402;"Acces difficile e la communication 
 ";110504;0;0517;0;
392;1105040640;403;110504PB0403;Vulnerabilite des populations aux VIH/ SIDA ;110504;0;0640;0;
396;1501030930;407;150103PB0407;Faible production agricole ;150103;0;0930;0;
397;1501030931;408;150103PB0408;Faible  productivite animale et halieutique ;150103;0;0931;0;
398;1501030640;409;150103PB0409;Faible acces aux soins de sante de qualite ;150103;0;0640;0;
399;1501030832;410;150103PB0410;Difficulte  deacces  e leeau potable ;150103;0;0832;0;
400;1501030832;411;150103PB0411;Difficulte  deacces  e leenergie electrique ;150103;0;0832;0;
401;1501030415;412;150103PB0412;Difficulte deacces e une education  de  base  de qualite;150103;0;0415;0;
402;1501030425;413;150103PB0413;Difficulte deacces aux enseignements secondaires ;150103;0;0425;0;
403;1702010931;414;170201PB0414;Faible production des activites d'elevage;170201;0;0931;0;
404;1501030418;415;150103PB0415;Faible  acces  e leenseignement superieur  ;150103;0;0418;0;
405;1501030028;416;150103PB0416;Degradation de leenvironnement et de la nature ;150103;0;0028;0;
406;1501030033;417;150103PB0417;Degradation de la biodiversite ;150103;0;0033;0;
407;1501030836;418;150103PB0418;Difficultes deacces aux zones de production  ;150103;0;0836;0;
409;1501030846;420;150103PB0420;Incivisme de certains conducteurs  ;150103;0;0846;0;
410;1501030243;421;150103PB0421;Faible epanouissement de la femme  ;150103;0;0243;0;
411;1501030742;422;150103PB0422;Difficulte deacces aux services sociaux de base ;150103;0;0742;0;
412;1501030514;423;150103PB0423;Faible developpement de la culture locale ;150103;0;0514;0;
413;1501030523;424;150103PB0424;Faible amenagement des sites touristiques ;150103;0;0523;0;
414;1702010640;425;170201PB0425;Difficultes d'acces aux soins de sante primaire de qualite (Faible couverture sanitaire) ;170201;0;0640;0;
415;1702010640;426;170201PB0426;Difficultes d'acces aux soins de sante primaire de qualite (Faible taux de couverture vaccinale et de prevention du paludisme) ;170201;0;0640;0;
416;1702010640;427;170201PB0427;Difficultes d'acces aux soins de sante primaire de qualite (Mauvaise pratique des regles dehygiene et salubrite) ;170201;0;0640;0;
417;1702010640;428;170201PB0428;Difficultes d'acces aux soins de sante primaire de qualite (Insuffisance du personnel et de consommables dans les formations sanitaires) ;170201;0;0640;0;
418;1501030741;429;150103PB0429;Faible acces e la securite sociale  ;150103;0;0741;0;
419;1501030426;430;150103PB0430;Difficulte des jeunes non scolarises e seepanouir  ;150103;0;0426;0;
420;1501030516;431;150103PB0431;Faible acces e la pratique permanente du sport ;150103;0;0516;0;
421;1501030322;432;150103PB0432;Faible developpement des activites generatrices de revenues  ;150103;0;0322;0;
422;1501030921;433;150103PB0433;Faible developpement de leactivite commerciale ;150103;0;0921;0;
423;1110060426;434;111006PB0434;Faible encadrement des jeunes ;111006;0;0426;0;
424;1706010930;435;170601PB0435;Difficulte pour lesagriculteurs  eobtenir  des  bons rendements  dans leurs parcelles de production ;170601;0;0930;0;
425;1702010836;436;170201PB0436;Difficultes de circulation des personnes et des biens;170201;0;0836;0;
426;1501030517;437;150103PB0437;Difficulte deacces aux informations ;150103;0;0517;0;
427;1501030545;438;150103PB0438;Faible  acces  aux services  de  la  poste et telecommunication ;150103;0;0545;0;
428;1501030838;439;150103PB0439;Faible organisation de leespace rurale ;150103;0;0838;0;
429;1501030837;440;150103PB0440;Absence  de securisation fonciere ;150103;0;0837;0;
430;1501030419;441;150103PB0441;Faible acces aux innovations technologiques ;150103;0;0419;0;
431;1501030829;442;150103PB0442;Meconnaissance des ressources minieres ;150103;0;0829;0;
432;1706010931;443;170601PB0443;Difficulte pour les eleveurs e obtenir desbons rendements dans leurs fermes ;170601;0;0931;0;
433;1706010640;444;170601PB0444;"Difficulte deacces aux soins de sante  de qualite 
 
 ";170601;0;0640;0;
434;1803010930;447;180301PB0447;"Baisse de laproduction agricole
Difficulte de conservation desproduits
Difficultedeecoulement des produits";180301;0;0930;0;
435;1603030640;448;160303PB0448;Poor Health Care;160303;0;0640;0;
436;1603030742;449;160303PB0449;Social Exclusion;160303;0;0742;0;
437;1803010931;450;180301PB0450;Difficulte e developper leelevage moderne;180301;0;0931;0;
438;1803010837;451;180301PB0451;Difficultes deacces e la securite fonciere;180301;0;0837;0;
439;1603030930;452;160303PB0452;Low Production;160303;0;0930;0;
440;1706020930;453;170602PB0453;Difficultes pour les producteurs e developper une agriculture rentable dans la commune;170602;0;0930;0;
441;1603030033;454;160303PB0454;Reduction in Forest Resources;160303;0;0033;0;
442;1603030545;455;160303PB0455;Inadequately informed;160303;0;0545;0;
443;1803010838;456;180301PB0456;Difficulte e developper un habitat de qualite;180301;0;0838;0;
444;1803010028;457;180301PB0457;" Difficulte deadaptatio aux changements climatiques
Faible prise en compte des aspects socio environnementaux";180301;0;0028;0;
445;1603030837;458;160303PB0458;Difficulties in procedures to rightful land ownership;160303;0;0837;0;
446;1803010033;459;180301PB0459;" Braconnage et activites forestiereirregulieres
 Sous valorisation des ressources naturelles";180301;0;0033;0;
447;1803010033;460;180301PB0460;Difficulte deobtention des titres deexploitation deune foret communautaire;180301;0;0033;0;
448;1603030307;461;160303PB0461;Unhealthy cohabitation amongst stakeholders;160303;0;0307;0;
449;1803010307;462;180301PB0462;Difficulte de regroupement des populations;180301;0;0307;0;
450;1706020931;463;170602PB0463;Difficulte e pratiquer un elevage rentable et durable dans la Commune de Bafoussam IIe;170602;0;0931;0;
451;1803010307;464;180301PB0464;Difficulte e acceder aux services administratifs;180301;0;0307;0;
452;1803010307;465;180301PB0465;Vetuste des services de la Sous - Prefecture;180301;0;0307;0;
453;1603030425;466;160303PB0466;Results to be improved;160303;0;0425;0;
454;1803010307;467;180301PB0467;Difficulte de fonctionnement de la Brigade de gendarmerie;180301;0;0307;0;
455;1703040930;468;170304PB0468;Difficultes e developper une agriculture rentable;170304;0;0930;0;
456;1803010307;469;180301PB0469;Difficulte de fonctionnement du Commissariat de Securite Publique;180301;0;0307;0;
457;1803010415;470;180301PB0470;Difficultes deacces e une education de base de qualite;180301;0;0415;0;
458;1803010425;471;180301PB0471;Difficulte deacces e leenseignemen secondaire De qualite;180301;0;0425;0;
459;1603030415;472;160303PB0472;Low Success in Exams;160303;0;0415;0;
460;1803010418;473;180301PB0473;Difficultes e acceder e leenseignement superieur;180301;0;0418;0;
461;1803010640;474;180301PB0474;"Difficultes deacces aux soins de sante de qualite
 Non maitrise du statut serologique
 Difficulte deacces aux consultations prenatales
 Vulnerabilite des populations au VIH/SIDA";180301;0;0640;0;
462;1603030028;475;160303PB0475;Environmental Degradation;160303;0;0028;0;
463;1803010832;476;180301PB0476;Difficulte deacces des  populations e leeau potable;180301;0;0832;0;
464;1603030921;477;160303PB0477;Slow Commercial Activities;160303;0;0921;0;
465;1803010832;478;180301PB0478;Difficulte deacces e leenergie electrique stable;180301;0;0832;0;
466;1603030832;479;160303PB0479;"Inadequate supply of water
Inadequate energy supply";160303;0;0832;0;
467;1803010836;480;180301PB0480;Impraticabilite de la route en saison pluvieuse;180301;0;0836;0;
468;1603030836;481;160303PB0481;Poor state of the roads;160303;0;0836;0;
469;1803010742;482;180301PB0482;Difficulte deepanouissement des handicapes moteurs;180301;0;0742;0;
470;1803010742;483;180301PB0483;Difficulte deencadrement des personnes vulnerables;180301;0;0742;0;
471;1603030931;484;160303PB0484;Lesser production;160303;0;0931;0;
472;1803010742;485;180301PB0485;Difficulte deacces e leetat civil du mariage;180301;0;0742;0;
473;1803010742;486;180301PB0486;Difficulte deintegration des peuples autochtones;180301;0;0742;0;
474;1603030243;487;160303PB0487;Less involvement in productive activities;160303;0;0243;0;
475;1603030426;488;160303PB0488;Little expansionof youth activities;160303;0;0426;0;
476;1706020640;489;170602PB0489;Difficulte deacces aux soins de sante de qualite dans les structures de sante presentes dans la commune de Bafoussam IIe;170602;0;0640;0;
477;1706020810;490;170602PB0490;Difficulte de deplacement dans les villages de la commune de Bafoussam IIe;170602;0;0810;0;
478;1603030516;491;160303PB0491;Less competitive;160303;0;0516;0;
479;1603030846;492;160303PB0492;High cost of transportation;160303;0;0846;0;
480;1603030735;493;160303PB0493;High rate of unemployment;160303;0;0735;0;
481;1603030939;494;160303PB0494;Most activities are informal;160303;0;0939;0;
482;1603030829;495;160303PB0495;Insufficient industrial activities ;160303;0;0829;0;
483;1603030212;496;160303PB0496;High social insecurity ;160303;0;0212;0;
484;1603030419;497;160303PB0497;Limited research structures;160303;0;0419;0;
485;1603030523;498;160303PB0498;Poorly managed touristic site;160303;0;0523;0;
486;1603030514;499;160303PB0499;Deviation in values and norms ;160303;0;0514;0;
487;1603030838;500;160303PB0500;Inappropriate construction;160303;0;0838;0;
488;1706020415;501;170602PB0501;Difficulte deacces e un enseignement de qualite dans les ecoles primaires et maternelles dans la commune de Bafoussam IIe;170602;0;0415;0;
489;1703040931;502;170304PB0502;Difficultes e developper un elevage rentable;170304;0;0931;0;
490;1702010415;503;170201PB0503;"Difficultes deacces e une education de base de qualite
";170201;0;0415;0;
491;1702010415;504;170201PB0504;Exposition  des  enfants  aux  maladies hydriques ;170201;0;0415;0;
492;1703040837;506;170304PB0506;Difficultes deacces aux domaines et  titres de propriete fonciere   ;170304;0;0837;0;
493;1403080930;507;140308PB0507;Faible  rendement agricole ;140308;0;0930;0;
494;1403080742;508;140308PB0508;Faible  prise  en charge sociale ;140308;0;0742;0;
495;1403080517;509;140308PB0509;Faible acces au reseau de communication telephonique et radio   ;140308;0;0517;0;
496;1403080418;510;140308PB0510;Difficulte  d`acces e  l`enseignement superieur ;140308;0;0418;0;
