Enr;IDPRessources;IDZone;Ressource;Caracteristique;UtilisationActuelle;Potentialite;Contrainte;ActionaMener;AccesControle;Archive;IDSource;_MiseAJour;CoordX;CoordY;CoordZ;ModeGestion;Tendances
92;94;170401;Lateritique ;;Populations;Immense;Entretien irregulier des routes;Commercialisation; MINEE Commune; ;0;;0;0;0;;
93;95;110804;Forets;;Plantations Exploitation forestiere Chasse Pharmacopee ;80% de la superficie totale Produits Forestiers Non Ligneux(PFNL) Plantes medicinales Faune diversifiee Sols fertiles, favorables e leagriculture ;;Sensibilisation pour une  gestion durable de la foret Creation des Comites villageois de lutte contre la coupe frauduleuse de bois et le braconnage Sensibilisation contre les feux de brousse Sensibilisation pour leutilisation rationnelle des PFNL Identification des zones degradees - Sensibilisation pour le  reboisement ;Leetat La Commune Les Communautes Les Chefs de village Les Chefs de famille ; ;0;;0;0;0;;
94;96;110804;Bas fonds ;;Activites generatrices de revenus Alimentation population Construction betiments et ouvrages deart ;Ressources non ligneuses Cultures de basfonds Carrieres de sable ;Manque de financement ;Sensibilisation des investisseurs potentiels Organisation de leexploitation ;Les populations ; ;0;;0;0;0;;
95;97;110804;Rivieres;;Carriere de sable Peche Lessive Consommation eau Construction habitat ;Sources de proteines ;Pollution des eaux ;Creation des Comites de vigilance ;Les populations ; ;0;;0;0;0;;
96;98;;;;;;;;; ;0;;0;0;0;;
97;99;170205;Carrieres de pierres;;PopulationNon exploite ;Important Affleurement rocheux eparpille dans le village Faible;Difficulte deacces sur le site Manque de materiel et equipement pour faire de leexploitation ;Amenager la voie deacces sur le site Ouvrir la voie deacces sur le site;Proprietaire terrien ; ;0;;0;0;0;;
98;100;170205;Lateritique ;;Exploite;important;;;Proprietaire terrien ; ;0;;0;0;0;;
99;101;170205;Sols ferralitiques constitues de roches metamorphiques (gneiss, quartz ;;Non exploite ;Non determine ;;;leinformation Provient de certains touristes qui visitaient la grotte de Bakwat dans les annees 1990; ;0;;0;0;0;;
100;102;170805;Carrieres  de  sable;;; Important ;Exploitation permanente Et forte demande de la clientelle Difficulte de gestion de la carriere Difficulte deacces  e la carriere ;Mettre en place un systeme deorganisation au benefice de la commune Amenager les voies deacces e la carriere ;Population du village ; ;0;;0;0;0;;
101;103;170805;Lateritique ;;;Assez important  Important(3 ha) ;Exploitation permanente Et forte demande de la clientelle Difficulte de gestion de la carriere Difficulte deacces  e la carriere;Mettre en place un systeme deorganisation au benefice de la commune Amenager les voies deacces e la carriere ;Population du village ; ;0;;0;0;0;;
102;104;170805;Carrieres de pierres;;;Important avec des roches basaltiques 10 ha environ 5 km Assez important ;Exploitation permanente Et forte demande de la clientelle ;;Population du village ; ;0;;0;0;0;;
103;105;170805;Forets;;;13,5 ha 3 km de long 1 ha ;Presences des essences forestieres importantes ;;population; ;0;;0;0;0;;
104;106;170805;Bas fonds ;;;Important (vaste etendue de terre) ;Presence de basfonds important et leur exploitation permanente Difficulte deexploitation rationnelle des bas fonds    Degradation des sols ;Amenager le bas-fond. Ameliorer  la fertilite des sols par leutilisation de la fumure organique et des plantes fertilisantes ;Populations; ;0;;0;0;0;;
105;107;150103;Savane ;;"Chasse ;  Coupe de la paille ";"Carriere de graviers ; Produits forestiers non ligneux (tamarins, jujubes, etc.) ; Plantes medicinales ";"Difficultes deacces ; Presence des roches ; exposees aux feux de brousse ";Lutter contre les feux de brousse  et  le deboisement des especes floristiques, ;Libre; ;0;;0;0;0;;
106;108;150103;Bas fonds ;;Agriculture, Elevage Poterie et Briqueterie ;Poterie et briqueterie Herbes de peturage,  Terre fertile et propice pour le maraichage, la riziculture et les fruitiers ;Conflits agropastoraux, destruction des cultures par les hippopotames;Amenager et securiser les bas-fonds, Amenager des pistes deacces  Mettre  en place des comites de gestion ;Acces libre ; ;0;;0;0;0;;
107;109;150103;Cours deeau poissonneux;;Agriculture Elevage ;Disponibilite deespaces cultivables  Fertilite des sols Diversite des sols se pretant e une agriculture diversifiee ;Mauvaises pratiques culturales  Surexploitation des espaces  Conflits agropastoraux,  Feux de brousse ;"Amenagement des cordons pierreux pour la lutte contre leerosion des sols ; Restauration du sol  par leutilisation de la fumure organique pour une agriculture durable  Utilisation rationnelle des espaces par la pratique des jacheres  Delimitation  et securisation  des espaces agricoles, Mise en place des comites de gestion des espaces agricoles ";Contrele; ;0;;0;0;0;;
108;110;150103;Forets;;Coupe de la paille et du bois Agriculture et elevage ;Diversite de la flore  Existence des plantes medecinales;Coupe anarchique du bois, Amenagement des espaces pour leagriculture  Amenagement des espaces dehabitations Extension des zones de peturage ;"Sensibiliser  les populations sur les consequences de la deforestation ;  Creer des bosquets et reboiser les espaces en voie de degradation Mettre en place des comites de suivi et de gestion des espaces delimites ; Renforcer  le contrele et faire appliquer les mesures correctives ;";Libre; ;0;;0;0;0;;
109;111;150103;terres  cultivables,  produits  forestiers  ligneux  et  non  ligneux,  sites  touristiques  (chutes;;Elevage;Existence du peturage  Fumier ;Conflit agropastoraux, Occupation par les cultures,  Feux de brousse ;Delimiter, amenager et securiser des espaces de peturage, Mettre en place  des comites de gestion Entretien  les espaces fourragers ;Acces libre ; ;0;;0;0;0;;
110;112;150103;Zones de cours deeau;;Peche,  Agriculture maraichere ;Sable Eau, Poisson, Fourrage, Abreuvement du betail ;Degradation des berges  Disparition de certaines especes halieutiques  Baisse  des ressources halieutiques ;Reboiser des berges  des mayo et  du  lac Mettre  en place un mecanisme de gestion faire respecter la reglementation en matiere de pecheReglementer leactivite des peches par le contrele du respect de la periode de  repos  biologique et leutilisation des materiels adequats ;Acces libre ; ;0;;0;0;0;;
111;113;120210;Forets;;Societe forestiere Agriculteurs Chasseurs Coupe du bois de chauffage Recolte des produits non ligneux ;Sol riche Presence des especes vegetales et animales Especes medicinales ;Deforestation Braconnage Feux de brousse ;Sensibiliser les populations e limiter les feux de brousse, la chasse, et la deforestation;Chefs et communautes MINFOF MINEP ; ;0;;0;0;0;;
112;114;120210;Savane ;;Exploitation agricole Chasse traditionnelle Ruminants Bois de chauffage ;Sol  Richesse en bois et en animaux ;Feux de brousse Braconnage ;Limitation des feux de brousse Sensibilisation pour la chasse ;populations MINFOF MINEP ; ;0;;0;0;0;;
113;115;120210;Marecages ;;Pecheurs Pisciculture Exploitation du sable Cultures vivrieres ;Riche en poissons Sable Humidite ;Inondations Utilisation des produits toxiques;Sensibilisation des pecheurs;Populations MINPIA ; ;0;;0;0;0;;
114;116;120210;Carrieres de pierres;;Travaux publics Construction des infrastructures ;Sables Pierres ou rocher Laterite ;Sous exploitation du sable, pierre Insuffisance deentretien routier ;Amenagement des voies deacces Encadrement technique et appui financier des populations ;Populations MINEP ; ;0;;0;0;0;;
115;117;120210;Sols;;Construction de lehabitat Cultures vivriere et rentes ;Grande richesse ;Baisse de la fertilite e cause des feux de brousse ;Sensibiliser les populations e limiter les feux de brousse ;Chefs et population MINDAF ; ;0;;0;0;0;;
116;118;180103;Foret dense et marecages;;Populations locales, Etat. Culture, collecte des PFL et PFNL ;Presence deune biodiversite floristique et faunique ;Exploitation anarchique et frauduleuse des PFL et PFNL. changemen ts climatiques, baisse de la production agricole ;Creer des comites de vigilance dans les villages, creer des forets communautair es, legaliser leexploitation, denoncer les fraudeurs ;Etat et populations; ;0;;0;0;0;;
117;119;180103;Carrieres  de  sable;;Populations locales, extraction du sable pour constructions ;Presence de plusieurs varietes de sable ;Difficultes deexploitatio n des carrieres de sable ;Organiser la communaute, se rapprocher des services du MINMIDT, appuyer les exploitants en materiel deextraction ;Populations ; ;0;;0;0;0;;
118;120;180103;Lateritique ;;Refection du reseau routier ;Importants gisements ;Faible disponibilite de la laterite ;Optimiser leexploitation de la laterite locale ;Communaute; ;0;;0;0;0;;
119;121;180103;Rivieres;;populations locales et approvisionnement en eau et peche ;Presence de plusieurs especes de poissons et des sources naturelles, lits sableux e debit regulier et irregulier ;Faible rentabilite de la peche, difficultes deacces e leeau, pollution des eaux,  maladies hydriques ;Organiser les pecheurs en cooperatives et Associations, construire des puits et forages, sensibiliser sur la protection de leenvironneme nt ;populations; ;0;;0;0;0;;
120;122;180103;Fleuve ;;Populations locales, approvisionnement en eau, transport et peche ;Presence de plusieurs especes de poissons et lits e debit regulier et riches en sable ;Faible developpem ent de la peche, pollution des eaux ;Organiser les pecheurs en GIC et Association, sensibiliser sur   la protection de leenvironneme nt;Populations; ;0;;0;0;0;;
121;123;180103;Sites naturels ;;Visites;Chutes de la LIBI ;Sites non amenages ;sites naturels et les eriger en sites touristiques;Populations locales ; ;0;;0;0;0;;
122;124;170501;Ressources naturelles;Les ressources naturelles de la  Commune incluent les carrieres de sable et de pierres, les cours deeau, les raphiales et les forets (forets sacrees, galeries, anthropiques).Les carrieres de sable et de pierres sont de faeon generale soit sous exploitees soit non exploitees. Le manque de routes deacces et le manque de materiels appropries en  sont les causes principales. Pour les cours deeau, ils sont victimes des deversements de nature e les rendre insalubres. Ces dev ersements incluent les ordures menageres, les pesticides et engrais issus de s pratiques agricoles dans les marecages et bas-fonds. Pourtant dans la  plupart  des  villages  ils sont utilises pour des besoins divers   notamment comme eau de boisson. Par ailleurs,  les populations qui  auraient aimees  pratiquer  de  leagriculture irriguee neont pas de  moyens pour seoffrir  des motopompes. Quant aux raphiales, la tendance generale est e la disparition e cause de leur exploitation abusive et le manque de regeneration. Une   gestion rationnelle des raphiales est indispensable  au  regard de  leur rele dans la conservation des ressources deeau. Pour ce qui est des forets, elles sont exploitees anarchiquement. Un etablissement de leetat des lieux de ces forets est necessaire. Ceci  permettra leetablissement deun plan de gestion durable de ces forets.La terre, ressource naturelle principale est le socle du developpement des ressources naturelles et par ricochets des Unites de Paysage. Leespace urbain de la Commune est partage entre lehabitat et les parcelles deexploitation agrosylvopastorales. La densification progressive de lehabitat modifie sensiblement le paysage naturel deoe cette vue panoramique deun espace partage entre leurbain et le rural.    ;;;;;; ;0;;0;0;0;;
123;125;120201;Forets;;Les produits forestiers non ligneux Dans la foret du territoire de la Commune deAbong-Mbang, on trouve de nombreux produits forestiers non ligneux tels que le Ndjansang (Ricinodendron heudelotii), les mangues sauvages (Irvingia gabonensis), les fruits du Moabi (Baillonela toxisperma), les vers blancs (Rhynchophoru spp), les chenilles, les escargots, le rotin, le miel sauvage, les fibres de raphia, le koko (Gnetum africanum, les noisettes (Coula edulis), les fruits sauvages, les champignons sauvages, etc. ;;;;; ;0;;0;0;0;;
124;126;120201;Forets;;Le bois Parmi les principales essences rencontrees on a : leAyous (Riplochyton scleroxylon), le Frake (Terminalia superba), le sapelli (Entandrophragma cylindricum), le Padouk rouge (pterocarpus soyauxii), le Tali (Erytrophleum ivorense), le Kotibe (Nesogordonia papaverifera), le Diana Z (Celtis zenkeri), le Kossipo (Entandrophragma candolei) et le Dibetou (Lovoa trichilioides). Les formations vegetales sur sols hydromorphes, constituees de forets marecageuses inondees temporairement sont aussi assez presentes. ;;;;; ;0;;0;0;0;;
125;127;120201;Foret dense et marecages;;Les forets marecageuses inondees en permanence sont caracterisees par la presence de differents types de raphia dont les plus rencontres sont le Raphia hookeri et le Raphia monbuttorum. Ces formations sont caracterisees par la presence des essences telles que le Bahia (Migragyna ciliata), le Rikio (Uapaca guineensis), leOdjobi (Xylopia staudtii) et le Nsangomo (Allamblackia floribunda). ;;;;; ;0;;0;0;0;;
126;128;160202;climat;; Farming  Construction  Settlement; Mixed cropping ;Farm-to-market roads are inaccessible during the rainy seasons :  Mosquito bites and air pollution is intensive during the dry season due to the dust particles in the air and these generate diseases like malaria   Strong winds   Fire disasters;;; ;0;;0;0;0;;
127;129;160202;Sols;;Fertility, Sale of farm products generates income;Diverse cropping ;Soil destruction due to application of artificial methods of soil fertilization.   Soil erosion due to slash burning and over grazing the top soil   Landslides   Marshy areas ;;; ;0;;0;0;0;;
128;130;160202;Relief;;Drainage ;Unexploited tourist sites. ;The hilly nature of the area makes transportation difficult especially to long distance farmers   Farm to market roads are difficult to construct.   Land slides;;; ;0;;0;0;0;;
129;131;160202;Hydrographie;;Water for irrigation    There are springs, rivers and waterfalls ;The presence of River Bui helps in Water supply   Fishing space   Water Catchment construction ;Limited supply to the entire population. Water pollution ;;; ;0;;0;0;0;;
